Fecha (America/Mexico_City);Tempin (°C);Temp (°C);Chill (°C);Dewin (°C);Dew (°C);Heatin (°C);Heat (°C);Humin (%);Hum (%);Wspdhi (km/h);Wspdavg (km/h);Wdiravg (°);Bar (mmHg);Rain (mm);Rainrate (mm/h);
2019-10-02 17:30:00;27,6;20;20;;16,1;;20,6;50;79;20,9;11,2;78;762,2;0,6;3,8;
2019-10-02 17:40:00;27,8;19,7;19,4;;16,1;;20;51;81;11,2;6,5;116;762,1;0,8;1,4;
2019-10-02 17:50:00;27,8;19,3;18,9;;16,1;;20;50;81;14,4;9,7;91;761,9;0,8;1;
2019-10-02 18:00:00;27,8;19,3;19,4;;16,1;;20;48;82;17,6;9,7;91;761,8;0,8;0;
2019-10-02 18:10:00;27,9;19,2;18,9;;16,1;;20;48;81;17,6;9,7;12;761,7;0,8;0;
2019-10-02 18:20:00;27,8;19,2;18,9;;16,1;;20;48;81;17,6;9,7;97;761,8;0,8;0;
2019-10-02 18:30:00;27,8;19,3;19,4;;16,1;;20;48;81;16,2;9,7;117;761,8;0,8;0;
2019-10-02 18:40:00;27,9;19;18,9;;16,1;;19,4;49;82;16,2;9,7;99;761,9;0,8;0;
2019-10-02 18:50:00;27,8;18,7;18,3;;15,6;;19,4;48;83;19,4;11,2;111;761,9;0,8;0;
2019-10-02 19:30:00;27,7;18,2;18,3;;15,6;;18,3;50;84;14,4;7,9;311;762,5;0,8;0;
2019-10-02 19:40:00;27,7;16;12,2;;12,8;;16,1;50;80;33,8;16,2;299;763;;;
2019-10-02 19:50:00;27,7;13,9;13,9;;11,7;;13,9;49;85;24,1;13;314;763,3;5,8;19;
2019-10-02 20:00:00;27,6;13,6;13,9;;12,2;;13,9;49;90;6,5;1,4;312;763,5;9,6;14;
2019-10-02 20:10:00;27,5;13,9;13,9;;12,8;;13,9;50;93;7,9;1,4;317;763,6;11,8;7,6;
2019-10-02 20:20:00;27,4;14,4;14,4;;12,8;;14,4;50;91;6,5;3,2;41;763,9;12,6;3,8;
2019-10-02 20:30:00;27,4;14,4;14,4;;12,8;;14,4;50;91;7,9;3,2;325;764;12,8;1,4;
2019-10-02 20:40:00;27,3;14,5;14,4;;13,3;;14,4;50;92;0;0;89;764,2;12,8;0,8;
2019-10-02 20:50:00;27,3;14,4;14,4;;13,3;;14,4;50;92;9,7;3,2;127;764,5;12,8;0;
2019-10-02 21:00:00;27,2;14,1;13,3;;12,8;;13,9;50;91;11,2;4,7;122;764,7;12,8;0;
2019-10-02 21:10:00;;;;;;;;;;;;139;765;12,8;0;
2019-10-02 21:20:00;26,9;13,4;11,7;;11,7;;13,3;50;90;20,9;11,2;122;765,1;12,8;0;
2019-10-02 21:30:00;26,8;13,2;11,1;;11,1;;13,3;49;88;24,1;11,2;122;765,1;12,8;0;
2019-10-02 21:40:00;26,6;13,6;12,8;;11,1;;13,3;49;85;20,9;13;136;765,3;12,8;0;
2019-10-02 21:50:00;26,5;13,7;13,9;;11,1;;13,9;50;85;14,4;7,9;129;765,3;12,8;0;
2019-10-02 22:00:00;26,4;13,8;13,9;;11,7;;13,9;49;85;14,4;7,9;126;765,4;12,8;0;
2019-10-02 22:10:00;26,4;14;13,9;;11,7;;13,9;50;85;13;4,7;271;765,4;12,8;0;
2019-10-02 22:20:00;26,3;14;13,9;;10,6;;13,9;50;81;7,9;3,2;188;765,4;12,8;0;
2019-10-02 22:30:00;26,3;14,1;13,9;;11,1;;13,9;50;82;6,5;1,4;141;765,4;12,8;0;
2019-10-02 22:40:00;26,3;13,8;13,9;;11,7;;13,9;50;86;3,2;0;311;765,4;12,8;0;
2019-10-02 22:50:00;26,2;13,8;13,3;;11,7;;13,9;50;87;7,9;3,2;263;765,5;12,8;0;
2019-10-02 23:00:00;26,2;13,8;13,9;;11,7;;13,9;50;86;13;6,5;172;765,5;12,8;0;
2019-10-02 23:10:00;26,2;13,7;13,9;;11,7;;13,9;50;87;7,9;4,7;174;765,6;12,8;0;
2019-10-02 23:30:00;26,1;14;13,9;;11,7;;13,9;50;86;7,9;3,2;188;765,7;12,8;0;
2019-10-02 23:40:00;26,1;14,1;13,9;;11,7;;13,9;50;86;9,7;4,7;196;765,8;12,8;0;
2019-10-02 23:50:00;26;14,1;13,3;;12,2;;13,9;50;87;13;6,5;161;765,7;12,8;0;
2019-10-03 00:00:00;25,9;13,9;13,3;;12,2;;13,9;50;88;11,2;6,5;238;765,7;0;0;
2019-10-03 00:10:00;25,9;13,8;13,3;;12,2;;13,9;50;89;14,4;7,9;210;765,4;0;0;
2019-10-03 00:20:00;25,8;13,7;13,9;;12,2;;13,9;50;90;14,4;9,7;150;765,4;0;0;
2019-10-03 00:30:00;25,7;13,6;13,9;;12,2;;13,9;50;90;13;7,9;183;765,4;0;0;
2019-10-03 00:40:00;25,6;13,6;12,8;;12,2;;13,3;51;90;14,4;7,9;229;765,3;0;0;
2019-10-03 00:50:00;25,6;13,6;12,8;;11,7;;13,3;50;89;13;7,9;165;765,3;0;0;
2019-10-03 01:00:00;25,5;13,4;12,2;;11,7;;13,3;51;90;11,2;6,5;170;765,3;0;0;
2019-10-03 01:10:00;25,4;13,4;12,8;;11,7;;13,3;50;89;11,2;6,5;162;765,3;0;0;
2019-10-03 01:20:00;25,4;13,3;13,3;;11,7;;13,3;50;89;13;7,9;154;765,2;0;0;
2019-10-03 01:30:00;25,4;13,2;13,3;;11,7;;13,3;51;89;9,7;6,5;175;765,3;0;0;
