Fecha (America/Mexico_City);Tempin (°C);Temp (°C);Chill (°C);Dewin (°C);Dew (°C);Heatin (°C);Heat (°C);Humin (%);Hum (%);Wspdhi (km/h);Wspdavg (km/h);Wdiravg (°);Bar (mmHg);Rain (mm);Rainrate (mm/h);
2019-05-02 00:50:00;25,3;16,4;16,7;;10;;16,1;39;66;13;6,5;262;765,8;0;0;
2019-05-02 01:00:00;25,3;16,6;16,7;;10;;16,1;39;66;13;7,9;265;765,7;0;0;
2019-05-02 01:10:00;25,3;16,6;16,7;;10;;16,1;39;66;11,2;6,5;198;765,8;0;0;
2019-05-02 01:20:00;25,2;16,6;16,7;;10,6;;16,1;39;67;13;7,9;165;765,4;0;0;
2019-05-02 01:30:00;25,2;16,5;16,7;;10,6;;16,1;39;68;13;6,5;242;765,4;0;0;
2019-05-02 01:40:00;25,2;16,3;16,1;;10,6;;16,1;39;69;11,2;4,7;165;765,2;0;0;
2019-05-02 01:50:00;25,2;16,1;15,6;;10,6;;16,1;39;70;14,4;7,9;174;765,1;0;0;
2019-05-02 02:00:00;25,1;15,9;16,1;;10,6;;15,6;39;71;17,6;9,7;192;765;0;0;
2019-05-02 02:10:00;25,1;15,8;16,1;;10,6;;15,6;40;71;16,2;9,7;156;765,1;0;0;
2019-05-02 02:20:00;25,1;15,8;15;;10,6;;15,6;40;71;20,9;11,2;165;764,9;0;0;
2019-05-02 02:30:00;24,9;15,8;16,1;;10,6;;15,6;40;71;17,6;14,4;174;764,8;0;0;
2019-05-02 02:40:00;24,9;15,9;16,1;;10,6;;15,6;40;70;19,4;13;170;764,6;0;0;
2019-05-02 02:50:00;24,9;15,8;15,6;;10,6;;15,6;40;70;14,4;7,9;190;764,6;0;0;
2019-05-02 03:00:00;24,8;15,8;16,1;;10,6;;15,6;40;71;20,9;11,2;252;764,5;0;0;
2019-05-02 03:10:00;24,8;15,7;15,6;;10,6;;15,6;40;72;13;7,9;173;764,5;0;0;
2019-05-02 03:20:00;24,8;15,6;15,6;;10,6;;15,6;40;72;11,2;6,5;200;764,2;0;0;
2019-05-02 03:30:00;24,7;15,3;15;;10,6;;15;40;73;16,2;7,9;159;764,1;0;0;
2019-05-02 03:40:00;24,7;15,2;15;;10,6;;15;40;73;14,4;6,5;186;764,1;0;0;
2019-05-02 03:50:00;24,6;15,2;15;;10,6;;15;40;73;17,6;9,7;229;764;0;0;
2019-05-02 04:00:00;24,6;15,1;13,9;;10;;15;41;73;16,2;9,7;191;764,1;0;0;
2019-05-02 04:10:00;24,6;15,1;14,4;;10;;15;41;73;16,2;9,7;167;764;0;0;
2019-05-02 04:20:00;24,5;15,1;14,4;;10;;15;41;72;17,6;11,2;188;764;0;0;
2019-05-02 04:30:00;24,4;14,9;15;;10;;15;41;72;16,2;6,5;170;763,9;0;0;
2019-05-02 04:40:00;24,4;14,8;15;;10;;14,4;41;72;13;6,5;;;;;
2019-05-02 04:50:00;24,3;14,8;14,4;;10;;14,4;41;72;11,2;6,5;193;764;0;0;
2019-05-02 05:00:00;24,3;14,7;15;;9,4;;14,4;41;72;11,2;6,5;193;763,9;0;0;
2019-05-02 05:10:00;24,2;14,7;15;;9,4;;14,4;41;71;11,2;6,5;274;764;0;0;
2019-05-02 05:20:00;24,2;14,6;14,4;;9,4;;14,4;41;71;13;6,5;168;764,1;0;0;
2019-05-02 05:30:00;24,2;14,6;14,4;;9,4;;14,4;41;71;7,9;3,2;328;764,2;0;0;
2019-05-02 05:40:00;24,2;14,3;14,4;;9,4;;13,9;41;72;0;0;330;764,2;0;0;
2019-05-02 05:50:00;24,1;14,3;14,4;;8,9;;13,9;41;71;4,7;0;166;764,2;0;0;
2019-05-02 06:00:00;24,1;14,6;14,4;;9,4;;14,4;41;70;9,7;4,7;156;764,3;0;0;
2019-05-02 06:10:00;24,1;14,6;14,4;;8,9;;14,4;41;70;7,9;4,7;161;764,3;0;0;
2019-05-02 06:20:00;24;14,4;14,4;;8,9;;14,4;41;70;9,7;4,7;203;764,3;0;0;
2019-05-02 06:30:00;24;14,5;14,4;;8,9;;14,4;41;70;7,9;1,4;184;764,2;0;0;
2019-05-02 06:40:00;24;14,4;14,4;;8,9;;13,9;41;70;4,7;1,4;156;764,4;0;0;
2019-05-02 06:50:00;24;14,4;14,4;;9,4;;13,9;43;71;3,2;0;172;764,5;0;0;
2019-05-02 07:00:00;24,1;14,1;13,9;;8,9;;13,9;45;72;4,7;1,4;115;764,6;0;0;
2019-05-02 07:10:00;24,1;13,6;13,9;;9,4;;13,3;45;75;3,2;1,4;116;764,5;0;0;
2019-05-02 07:20:00;24;14,1;13,9;;8,9;;13,9;44;72;0;0;133;764,6;0;0;
2019-05-02 07:30:00;24;14,3;14,4;;8,9;;13,9;44;70;0;0;148;764,6;0;0;
2019-05-02 07:40:00;24;14,4;14,4;;8,9;;14,4;43;70;0;0;113;764,8;0;0;
2019-05-02 07:50:00;23,9;14,4;14,4;;8,9;;14,4;43;70;0;0;113;764,9;0;0;
2019-05-02 08:00:00;23,9;15,3;15,6;;8,9;;15;43;66;7,9;3,2;169;764,9;0;0;
2019-05-02 08:10:00;23,9;15,8;15,6;;9,4;;15,6;43;66;6,5;4,7;165;764,8;0;0;
2019-05-02 08:20:00;23,9;16,2;16,1;;8,9;;15,6;43;63;11,2;6,5;155;764,9;0;0;
2019-05-02 08:30:00;23,9;16,6;16,7;;9,4;;16,1;42;63;14,4;7,9;184;764,8;0;0;
2019-05-02 08:40:00;23,9;17;17,2;;9,4;;16,7;42;61;16,2;9,7;169;764,9;0;0;
2019-05-02 08:50:00;23,9;17,6;17,8;;9,4;;17,2;42;59;11,2;6,5;233;764,9;0;0;
2019-05-02 09:00:00;24;18,2;18,3;;9,4;;17,8;42;57;11,2;4,7;168;765;0;0;
2019-05-02 09:10:00;24,1;19;18,9;;9,4;;18,3;42;55;7,9;1,4;250;764,9;0;0;
2019-05-02 09:20:00;24,1;19,3;19,4;;9,4;;18,3;42;54;6,5;1,4;144;765;0;0;
2019-05-02 09:30:00;24,2;19,7;19,4;;10;;18,9;42;53;9,7;3,2;154;765,1;0;0;
2019-05-02 09:40:00;24,4;19,8;20;;10;;19,4;41;53;9,7;4,7;241;765,1;0;0;
2019-05-02 09:50:00;24,6;20,3;20,6;;8,9;;19,4;41;49;11,2;6,5;166;765,1;0;0;
2019-05-02 10:00:00;24,7;20,8;21,1;;9,4;;20;41;48;7,9;4,7;174;765,2;0;0;
2019-05-02 10:10:00;24,8;21,6;21,7;;8,9;;20,6;41;45;6,5;1,4;154;765,1;0;0;
2019-05-02 10:20:00;25;21,7;21,7;;9,4;;20,6;41;46;7,9;1,4;130;765,1;0;0;
2019-05-02 10:30:00;25,2;22,3;22,2;;8,9;;21,1;41;43;6,5;1,4;129;764,9;0;0;
2019-05-02 10:40:00;25,4;22;22,2;;8,3;;21,1;41;41;11,2;4,7;114;764,9;0;0;
2019-05-02 10:50:00;25,6;22,6;22,8;;8,9;;21,7;40;42;11,2;3,2;125;764,8;0;0;
2019-05-02 11:00:00;25,7;22,9;22,8;;8,3;;22,2;40;40;7,9;1,4;323;764,8;0;0;
2019-05-02 11:10:00;25,9;22,7;22,8;;8,9;;21,7;40;41;11,2;3,2;134;764,7;0;0;
2019-05-02 11:20:00;26,2;22,9;22,8;;8,3;;22,2;39;40;9,7;4,7;123;764,7;0;0;
2019-05-02 11:30:00;26,4;23,9;23,3;;8,9;;23,3;39;39;17,6;4,7;121;764,5;0;0;
2019-05-02 11:40:00;26,6;23,7;23,9;;7,8;;22,8;38;36;16,2;6,5;60;764,5;0;0;
2019-05-02 11:50:00;26,8;24,6;24,4;;7,8;;23,9;38;34;6,5;1,4;74;764,5;0;0;
2019-05-02 12:00:00;27,1;25,7;25,6;;8,9;;25;36;34;6,5;1,4;142;764,5;0;0;
2019-05-02 12:10:00;26,8;25,7;25,6;;8,9;;25;38;34;6,5;1,4;347;764,4;0;0;
2019-05-02 12:20:00;26,7;25,6;25,6;;8,3;;25;37;34;11,2;4,7;330;764,2;0;0;
2019-05-02 12:30:00;26,7;25,8;26,1;;7,8;;25;37;32;13;4,7;343;764,1;0;0;
2019-05-02 12:40:00;26,7;26,2;26,1;;8,3;;25,6;36;32;9,7;3,2;177;763,9;0;0;
2019-05-02 12:50:00;26,6;26,4;26,7;;7,2;;25,6;36;30;9,7;3,2;316;763,8;0;0;
2019-05-02 13:00:00;26,6;26,3;26,1;;6,7;;25;36;29;7,9;3,2;255;763,7;0;0;
2019-05-02 13:10:00;26,7;27,1;27,2;;6,1;;25,6;36;26;14,4;4,7;276;763,6;0;0;
2019-05-02 13:20:00;26,6;27,5;27,8;;7,8;;26,1;35;29;13;4,7;103;763,3;0;0;
2019-05-02 13:30:00;26,4;27,6;27,8;;7,2;;26,1;35;27;17,6;7,9;84;763,3;0;0;
2019-05-02 13:40:00;26,5;27,8;27,8;;6,7;;26,7;34;26;17,6;4,7;124;763,2;0;0;
2019-05-02 13:50:00;26,6;28,1;28,3;;6,7;;26,7;32;26;20,9;9,7;82;763,1;0;0;
2019-05-02 14:00:00;26,4;27,8;27,8;;6,1;;26,7;32;25;20,9;9,7;224;763;0;0;
2019-05-02 14:10:00;26,5;28,2;28,3;;5,6;;26,7;32;24;19,4;4,7;134;762,8;0;0;
2019-05-02 14:20:00;26,2;29,1;28,9;;6,1;;27,8;32;23;16,2;3,2;325;762,7;0;0;
2019-05-02 14:30:00;26,6;28,7;27,8;;8,3;;27,8;32;28;40,3;17,6;85;762,3;0;0;
2019-05-02 14:40:00;26,6;27,9;26,1;;8,9;;26,7;32;30;38,5;25,9;113;762,1;0;0;
2019-05-02 14:50:00;26,6;27,7;26,7;;8,3;;26,7;33;30;40,3;27,4;122;761,9;0;0;
2019-05-02 15:00:00;26,4;26,9;24,4;;8,9;;26,1;33;32;40,3;28,8;58;761,8;0;0;
2019-05-02 15:10:00;26,4;26,9;24,4;;9,4;;26,1;35;33;37,1;27,4;60;761,5;0;0;
2019-05-02 15:20:00;26,6;26,7;25,6;;10;;26,1;35;35;38,5;25,9;330;761,2;0;0;
2019-05-02 15:30:00;26,5;26,5;25;;8,9;;25,6;34;33;37,1;24,1;74;761,2;0;0;
2019-05-02 15:40:00;26,3;26,2;25;;7,8;;25,6;34;31;35,3;22,7;115;761,3;0;0;
2019-05-02 15:50:00;26,2;26,1;25;;6,7;;25;33;29;28,8;16,2;99;761,3;0;0;
2019-05-02 16:00:00;26;26,2;26,1;;7,2;;25;33;30;22,7;9,7;102;761,2;0;0;
2019-05-02 16:10:00;25,8;26,6;25,6;;7,8;;25,6;35;30;19,4;6,5;298;761,5;0;0;
2019-05-02 16:20:00;;;;;;;;;;;;;761,5;0;0;
2019-05-02 16:30:00;25,6;23,9;23,9;;8,9;;23,3;37;39;27,4;11,2;289;761,6;0;0;
2019-05-02 16:40:00;25,7;23,5;22,2;;7,8;;22,8;36;36;20,9;11,2;318;761,4;0;0;
2019-05-02 16:50:00;25,6;24,1;23,9;;7,2;;23,3;37;34;13;7,9;303;761,4;0;0;
2019-05-02 17:00:00;25,6;24,9;25;;6,7;;23,9;38;31;13;7,9;296;761,2;0;0;
2019-05-02 17:10:00;25,7;24,7;23,9;;8,9;;23,9;37;37;22,7;13;294;761,5;0;0;
2019-05-02 17:20:00;25,9;24,1;22,8;;8,3;;23,3;36;36;28,8;16,2;314;761,5;0;0;
2019-05-02 17:30:00;25,9;24,6;23,3;;7,8;;23,9;36;34;27,4;14,4;302;761,6;0;0;
2019-05-02 17:40:00;25,8;24,6;23,3;;8,3;;23,9;37;36;22,7;13;304;761,7;0;0;
2019-05-02 17:50:00;25,8;24,6;24,4;;7,8;;23,9;37;34;19,4;11,2;301;761,7;0;0;
2019-05-02 18:00:00;25,8;24,6;23,9;;8,3;;23,9;37;35;16,2;9,7;296;761,9;0;0;
2019-05-02 18:10:00;25,8;24,3;23,3;;7,8;;23,3;36;35;19,4;9,7;293;762,1;0;0;
2019-05-02 18:20:00;25,8;23,8;23,9;;8,3;;23,3;38;37;19,4;11,2;276;762,1;0;0;
2019-05-02 18:30:00;25,7;23,4;23,3;;7,8;;22,8;38;37;24,1;9,7;294;762,1;0;0;
2019-05-02 18:40:00;25,6;23,3;23,3;;7,8;;22,8;38;37;17,6;7,9;292;762,2;0;0;
2019-05-02 18:50:00;25,5;23,3;23,3;;8,3;;22,8;39;38;9,7;4,7;288;762,3;0;0;
2019-05-02 19:00:00;25,4;23,1;23,3;;7,8;;22,2;40;38;14,4;6,5;290;762,4;0;0;
2019-05-02 19:10:00;25,4;22,8;22,8;;7,2;;21,7;39;37;9,7;4,7;277;762,6;0;0;
2019-05-02 19:20:00;25,4;22,7;22,8;;7,8;;21,7;38;38;7,9;3,2;288;762,7;0;0;
2019-05-02 19:30:00;25,4;22,6;22,8;;8,3;;21,7;39;40;4,7;1,4;259;763;0;0;
2019-05-02 19:40:00;25,3;22,5;22,8;;7,2;;21,1;41;37;19,4;4,7;158;763,6;0;0;
2019-05-02 19:50:00;25,2;22,4;22,2;;6,7;;21,1;41;37;17,6;7,9;252;763,6;0;0;
2019-05-02 20:00:00;25,6;22,1;21,7;;7,2;;21,1;40;38;14,4;7,9;146;763,7;0;0;
2019-05-02 20:10:00;25,9;21,8;21,7;;8,9;;20,6;40;43;11,2;4,7;279;763,7;0;0;
2019-05-02 20:20:00;26,2;21,3;21,1;;8,3;;20;39;44;7,9;1,4;205;764,2;0;0;
2019-05-02 20:30:00;26,4;20,6;18,3;;8,3;;19,4;38;46;32;13;136;764,4;0;0;
2019-05-02 20:40:00;26,5;19,8;19,4;;8,9;;18,9;38;49;25,9;16,2;134;764,3;0;0;
2019-05-02 20:50:00;26,6;19,6;18,9;;7,8;;18,3;38;46;37,1;9,7;167;764,5;0;0;
2019-05-02 21:00:00;26,7;19,2;18,3;;6,7;;17,8;37;45;35,3;19,4;141;764,2;0;0;
2019-05-02 21:10:00;26,7;18,8;17,8;;6,7;;17,2;36;46;45;22,7;133;764,4;0;0;
2019-05-02 21:20:00;26,7;18,8;18,9;;6,7;;17,2;36;46;43,6;22,7;153;764,4;0;0;
2019-05-02 21:30:00;26,7;18,8;17,2;;6,7;;17,8;36;46;40,3;19,4;132;764,6;0;0;
2019-05-02 21:40:00;26,7;18,9;18,3;;6,7;;17,8;36;45;30,6;14,4;133;764,5;0;0;
2019-05-02 21:50:00;26,7;19,3;17,8;;6,7;;18,3;35;44;22,7;13;281;764,8;0;0;
2019-05-02 22:00:00;26,7;19,3;18,9;;7,2;;18,3;35;45;25,9;16,2;271;765;0;0;
2019-05-02 22:10:00;26,7;19;18,9;;7,2;;17,8;36;47;13;4,7;140;764,8;0;0;
2019-05-02 22:20:00;26,7;18,9;18,9;;7,2;;17,8;35;46;11,2;3,2;308;764,3;0;0;
2019-05-02 22:30:00;26,7;19,4;19,4;;7,2;;18,3;35;46;14,4;6,5;298;763,9;0;0;
2019-05-02 22:40:00;26,7;18,9;17,8;;7,8;;17,8;35;48;17,6;11,2;174;764,1;0;0;
2019-05-02 22:50:00;26,6;18,7;17,8;;7,8;;17,8;35;49;22,7;14,4;169;764,3;0;0;
2019-05-02 23:00:00;26,6;18,2;18,3;;7,8;;17,2;36;51;17,6;9,7;203;764,4;0;0;
2019-05-02 23:10:00;26,6;18,1;18,3;;7,8;;17,2;36;51;6,5;1,4;176;764,3;0;0;
2019-05-02 23:20:00;26,6;18;17,8;;7,8;;17,2;36;52;3,2;0;176;764,5;0;0;
2019-05-02 23:30:00;26,5;17,7;17,8;;7,8;;16,7;36;53;4,7;0;146;764,4;0;0;
2019-05-02 23:40:00;26,4;17,4;17,2;;7,8;;16,7;36;53;1,4;0;178;764,5;0;0;
2019-05-02 23:50:00;26,4;17,4;17,2;;7,8;;16,7;36;53;4,7;1,4;321;764,2;0;0;
2019-05-03 00:00:00;26,3;17,3;17,2;;7,8;;16,7;36;53;4,7;1,4;294;764,2;0;0;
2019-05-03 00:20:00;26,2;17;17,2;;7,8;;16,1;36;54;0;0;93;764,3;0;0;
2019-05-03 00:30:00;26,1;16,6;16,7;;7,2;;15,6;36;55;4,7;0;148;764,3;0;0;
2019-05-03 00:40:00;26,1;16;16,1;;7,8;;15,6;36;59;9,7;4,7;160;764,2;0;0;
2019-05-03 00:50:00;26;15,8;16,1;;7,8;;15,6;36;60;6,5;1,4;59;764,2;0;0;
2019-05-03 01:00:00;25,9;15,2;15;;8,3;;15;36;63;4,7;1,4;99;764,2;0;0;
2019-05-03 01:10:00;25,9;14,9;15;;8,3;;14,4;36;64;7,9;3,2;113;764,2;0;0;
2019-05-03 01:20:00;25,8;14,6;14,4;;7,8;;14,4;36;65;11,2;1,4;115;764,3;0;0;
2019-05-03 01:30:00;25,7;14;13,9;;7,8;;13,9;36;67;4,7;3,2;103;764,2;0;0;
